spec,model,term,Coef.,Std.Err.,z,P>|z|,[0.025,0.975]
R3_cumulative_h6_12_u30_36,ols_raw_hours,Intercept,0.012684692155024895,0.0010581430661081178,11.987691042270471,4.1223626668061126e-33,0.010610769854962199,0.01475861445508759
R3_cumulative_h6_12_u30_36,ols_raw_hours,early_hours,-0.18194943247018333,0.07130664773488216,-2.5516475426901377,0.01072149179955025,-0.32170789388883697,-0.04219097105152969
R3_cumulative_h6_12_u30_36,ols_decline_intensity,Intercept,0.012684692155024895,0.0010581430661081178,11.987691042270471,4.1223626668061126e-33,0.010610769854962199,0.01475861445508759
R3_cumulative_h6_12_u30_36,ols_decline_intensity,early_hours_decline,0.18194943247018333,0.07130664773488216,2.5516475426901377,0.01072149179955025,0.04219097105152969,0.32170789388883697
R3_cumulative_h6_12_u30_36,ols_decline_plus_industry_fe,Intercept,0.01268270133948845,0.0010554199382688597,12.016734647150123,2.902149199541747e-33,0.010614116271915998,0.014751286407060903
R3_cumulative_h6_12_u30_36,ols_decline_plus_industry_fe,C(industry)[T.Manufacturing_Construction],0.0030458829240741433,0.003239377165929749,0.9402680725508942,0.3470800721741081,-0.0033031796534895956,0.009394945501637882
R3_cumulative_h6_12_u30_36,ols_decline_plus_industry_fe,C(industry)[T.Services],-0.0007297510786238792,0.0022405202640046703,-0.3257060828004,0.7446467415790723,-0.005121090102705206,0.0036615879454574484
R3_cumulative_h6_12_u30_36,ols_decline_plus_industry_fe,C(industry)[T.Trade],-0.0033932893842591174,0.00214049501168388,-1.5852825471383332,0.11290215260062811,-0.007588582516247165,0.0008020037477289299
R3_cumulative_h6_12_u30_36,ols_decline_plus_industry_fe,early_hours_decline,0.19357000546577335,0.06475199470195288,2.9894060616473244,0.0027952038360072083,0.06665842792281731,0.3204815830087294
R4_endpoint_h6_u24,ols_raw_hours,Intercept,0.0033853671312801224,0.0003066074656193645,11.04137214807046,2.4131950149169182e-28,0.002784427541275065,0.003986306721285179
R4_endpoint_h6_u24,ols_raw_hours,early_hours,0.1065691140118668,0.05801916917241493,1.8367914524107805,0.06624068825054047,-0.007146367979003032,0.22028459600273664
R4_endpoint_h6_u24,ols_decline_intensity,Intercept,0.0033853671312801224,0.0003066074656193645,11.04137214807046,2.4131950149169182e-28,0.002784427541275065,0.003986306721285179
R4_endpoint_h6_u24,ols_decline_intensity,early_hours_decline,-0.1065691140118668,0.05801916917241493,-1.8367914524107805,0.06624068825054047,-0.22028459600273664,0.007146367979003032
R4_endpoint_h6_u24,ols_decline_plus_industry_fe,Intercept,0.0028472745239403628,0.0008900650229775552,3.1989511445077454,0.0013792854050551106,0.001102779135005539,0.004591769912875187
R4_endpoint_h6_u24,ols_decline_plus_industry_fe,C(industry)[T.Manufacturing_Construction],0.0007713084019005362,0.001033483390495231,0.7463191077806639,0.455474671493036,-0.0012542818220904611,0.002796898625891534
R4_endpoint_h6_u24,ols_decline_plus_industry_fe,C(industry)[T.Services],0.00041489984826017937,0.0010159914178417152,0.408369441881268,0.6830024645580071,-0.0015764067393113676,0.0024062064358317263
R4_endpoint_h6_u24,ols_decline_plus_industry_fe,C(industry)[T.Trade],0.0010105369946481777,0.0009878739254521368,1.0229412565835951,0.306335621285884,-0.0009256603205042167,0.002946734309800572
R4_endpoint_h6_u24,ols_decline_plus_industry_fe,early_hours_decline,-0.10357585172663321,0.062237572526235456,-1.6642013420907784,0.09607219997325735,-0.22555925236325425,0.01840754890998783
