occ_group,occ_name,ind_group,ind_name,share,n_obs
7,Farming_forestry_construction,12,Professional_related_services,0.037655685,1449
7,Farming_forestry_construction,13,Public_administration,0.011774193,491
8,Precision_production_repair,1,Agriculture_forestry_fishing,0.003614784,179
8,Precision_production_repair,2,Mining,0.01398349,933
8,Precision_production_repair,3,Construction,0.047798283,2267
8,Precision_production_repair,4,Manufacturing_nondurable,0.13314094,6418
8,Precision_production_repair,5,Manufacturing_durable,0.28988737,13648
8,Precision_production_repair,6,Transportation_utilities,0.1326835,6533
8,Precision_production_repair,7,Wholesale_trade,0.037678536,1847
8,Precision_production_repair,8,Retail_trade,0.12940907,6330
8,Precision_production_repair,9,Finance_insurance_realestate,0.013332235,586
8,Precision_production_repair,10,Business_repair_services,0.11512502,5426
8,Precision_production_repair,11,Personal_entertainment_services,0.017854758,858
8,Precision_production_repair,12,Professional_related_services,0.043521356,2133
8,Precision_production_repair,13,Public_administration,0.021970693,1128
9,Machine_operators_transport,1,Agriculture_forestry_fishing,0.0039161853,420
9,Machine_operators_transport,2,Mining,0.007905068,1183
9,Machine_operators_transport,3,Construction,0.074772514,8410
9,Machine_operators_transport,4,Manufacturing_nondurable,0.18906976,20792
9,Machine_operators_transport,5,Manufacturing_durable,0.30175775,32539
9,Machine_operators_transport,6,Transportation_utilities,0.13235229,14549
9,Machine_operators_transport,7,Wholesale_trade,0.058319967,6280
9,Machine_operators_transport,8,Retail_trade,0.12728767,14120
9,Machine_operators_transport,9,Finance_insurance_realestate,0.0025443325,283
9,Machine_operators_transport,10,Business_repair_services,0.045100056,4693
9,Machine_operators_transport,11,Personal_entertainment_services,0.019232392,2181
9,Machine_operators_transport,12,Professional_related_services,0.031042216,3572
9,Machine_operators_transport,13,Public_administration,0.0066985344,776
