horizon,beta,boot_se,ci_lo95,ci_hi95,ci_lo90,ci_hi90,ci_lo68,ci_hi68
24,-0.007274681231045461,0.0035079541692004056,-0.01406220567918865,0.0002966355442155024,-0.012435235020077475,-0.0012056530817007034,-0.010004908323061303,-0.003302004854765012
25,-0.006904119618683345,0.0035418328091551053,-0.012936479499004543,0.0003909077079526784,-0.011956362343991084,-0.0007745946789123806,-0.009998612662412218,-0.002886356196999288
26,-0.005088498048623463,0.00328774614403648,-0.011138658265058743,0.001602374320581731,-0.009919783644287396,0.0005893935370492411,-0.007821401249440443,-0.0013455128112186989
27,-0.0056001021170208444,0.0033818641229356435,-0.012282949250348275,0.0005557749475786054,-0.011163107642558519,-0.0003068789945961366,-0.009149664637787741,-0.0021052530434997707
28,-0.004945859880639936,0.0034051110708203563,-0.011524031658397074,0.0017303799568453657,-0.010525859965310774,0.0006344917580498712,-0.00830232796910401,-0.0016440572004395248
29,-0.0043159250933160545,0.0035570494103671843,-0.011089866115768246,0.0030380052278980935,-0.010209167492094122,0.0014361841238103783,-0.008101346096665034,-0.0007106827669169713
30,-0.0035923621488344448,0.0037052894246645367,-0.010968744294132911,0.0036583689329102746,-0.009476420645167573,0.0024061982340008005,-0.006991830901679647,0.00020619119918054033
31,-0.0034403300197379293,0.003770893236676608,-0.010367921038628925,0.003784547300144517,-0.009379706399285816,0.0029425050800088856,-0.007141299329599663,0.00043253872760877564
32,-0.0033485251785084656,0.003634223569010656,-0.010068698552763307,0.004155138581769354,-0.008665369377803852,0.0027727499524627616,-0.006705187036518928,0.0007248260455849503
33,-0.003958700931917119,0.0037653828644520337,-0.010955785152930974,0.003764011455756939,-0.009872884056772046,0.0025501171392538218,-0.00726569537647841,5.8889701111817174e-5
34,-0.00290630798671955,0.003654757634725289,-0.009789641893835146,0.004316063985627202,-0.008576791887113584,0.00303739391092498,-0.0063636381217182635,0.0007312019732954731
35,-0.0023704115651053564,0.003836958873157482,-0.009226088028835353,0.00520457004515407,-0.00830432223100121,0.004061437392262984,-0.005614638400804352,0.001849986956045963
36,-0.002390386330435425,0.0038137913955737382,-0.01015932408462652,0.005201738576457764,-0.007905505678004542,0.0037830142335417284,-0.005971442776269145,0.001366468573401727
