date,occ_group,rows,pop_weight_sum,n_obs_sum,valid_unemp_rate,valid_log_emp_count
2024-01-01,1,1,578576.75,42,1,1
2024-01-01,2,1,108817.05,0,1,1
2024-01-01,3,1,5765.197,0,1,1
2024-01-01,4,1,92762.17,0,1,1
2024-01-01,5,1,827759.25,28,1,1
2024-01-01,6,1,52089.758,0,1,1
2024-01-01,7,1,33475.523,0,1,1
2024-01-01,8,1,63455.484,0,1,1
2024-01-01,9,1,2.2361465e6,107,1,1
2024-04-01,1,1,558086.75,12,1,1
2024-04-01,2,1,136978.39,0,1,1
2024-04-01,3,1,13946.343,0,1,1
2024-04-01,4,1,73382.44,0,1,1
2024-04-01,5,1,703375.25,41,1,1
2024-04-01,6,1,64938.04,0,1,1
2024-04-01,7,1,52241.203,0,1,1
2024-04-01,8,1,40991.957,0,1,1
2024-04-01,9,1,2.0044395e6,115,1,1
2024-07-01,1,1,644914.1,19,1,1
2024-07-01,2,1,154735.36,0,1,1
2024-07-01,4,1,59624.715,0,1,1
2024-07-01,5,1,706881.4,28,1,1
2024-07-01,6,1,44560.15,0,1,1
2024-07-01,7,1,23374.89,0,1,1
2024-07-01,8,1,19367.754,0,1,1
2024-07-01,9,1,2.007024e6,105,1,1
2024-10-01,1,1,493907.22,33,1,1
2024-10-01,2,1,214692.6,0,1,1
2024-10-01,3,1,1054.301,0,1,1
2024-10-01,4,1,66744.68,0,1,1
2024-10-01,5,1,768661.8,47,1,1
2024-10-01,6,1,45139.37,0,1,1
2024-10-01,7,1,48258.914,0,1,1
2024-10-01,8,1,16163.697,0,1,1
2024-10-01,9,1,1.7906992e6,92,1,1
2025-01-01,1,1,738710.56,43,1,1
2025-01-01,2,1,184777.44,0,1,1
2025-01-01,3,1,10519.3125,0,1,1
2025-01-01,4,1,80085.13,0,1,1
2025-01-01,5,1,782931.9,37,1,1
2025-01-01,6,1,44500.977,0,1,1
2025-01-01,7,1,25442.68,0,1,1
2025-01-01,8,1,50938.156,0,1,1
2025-01-01,9,1,1.6967795e6,89,1,1
2025-04-01,1,1,691234.5,47,1,1
2025-04-01,2,1,98970.8,0,1,1
2025-04-01,3,1,42683.074,0,1,1
2025-04-01,4,1,16062.992,0,1,1
2025-04-01,5,1,714432.1,28,1,1
2025-04-01,6,1,38597.344,0,1,1
2025-04-01,7,1,63108.867,0,1,1
2025-04-01,8,1,44783.65,0,1,1
2025-04-01,9,1,1.9027502e6,85,1,1
