horizon,beta,boot_se,ci_lo95,ci_hi95,ci_lo90,ci_hi90,ci_lo68,ci_hi68
17,0.003000078295164525,0.001852905178326375,-0.00028221083424778785,0.0067928185292029705,0.0003328290902079085,0.006022799852301993,0.0011024611641238479,0.004931686532633974
18,0.0032553022685297968,0.001798024219561154,-9.887537064457695e-5,0.006809263798331959,0.00043336741494431376,0.006215838647790497,0.001414973658035564,0.004925111266057168
19,0.0030589164513740185,0.0019104011655661514,-0.0011595032174694228,0.006313110472289952,-0.00022283993445363124,0.005854459516405518,0.000903020473383876,0.004823957636022846
20,0.002919657376022539,0.0019360629584031243,-0.0005193423005815293,0.006907246070827372,-1.5399699281335054e-6,0.0062563029580510274,0.0008619142879193974,0.0046878487373049945
21,0.0030186429214716934,0.0019146801796667344,-0.0009170828949273135,0.006669376180959242,-0.0001790621050547419,0.006106105262134064,0.001143432194832955,0.004767500491348513
22,0.0033015544924949423,0.0020834718368917416,-0.0005113788175465279,0.007270728060888972,0.00013255502593910185,0.0068249571052716295,0.0014232953184183047,0.005561521573465361
23,0.003406279982426614,0.002109095910594191,-0.0007976034569451966,0.007638651108417539,3.470423362932266e-5,0.006765667521246052,0.0011633670892552028,0.005404301448158563
24,0.003116318120004027,0.002183125267101475,-0.0011344853667812692,0.007287852741883285,-0.0004651833383186644,0.006919693120288504,0.0009638448939870837,0.005348882456965108
25,0.0030148890392552212,0.002126723532676592,-0.0009301403629432933,0.00716240068206098,-0.00013776720060011224,0.006447313818076853,0.0008575385928361411,0.005207319298790378
26,0.0033863067262083434,0.0021464099103459186,-0.0006361484604947107,0.0075706734117555585,-2.9402394581215725e-5,0.006988069202542987,0.0013191187181605351,0.005714831483262836
27,0.0031268800545587254,0.002284647392175013,-0.0013444432419789697,0.007664163448755048,-0.00041363792892597684,0.007020903430889879,0.0007608259305689404,0.005193964709957355
28,0.0030312021188859312,0.0022193445649979124,-0.0013530154303975622,0.007532963391648762,-0.0005733341030411266,0.006826778256975798,0.0008559261602277624,0.004963851952470382
29,0.0028977690219207453,0.002217709955881419,-0.0015751510586626597,0.007041381456327366,-0.0006604443140093801,0.0063601668977107855,0.0007657393106026325,0.005165918826546408
30,0.002957251407711183,0.002314178606461028,-0.0014213342285684005,0.007188023770444335,-0.0007362928301156326,0.006559082573266656,0.00046158876492955,0.005237634545780899
31,0.0028896487129025684,0.002385195047633724,-0.0015924293555148689,0.007462572624638021,-0.0007524829684355863,0.00692289218685964,0.0006269283877691789,0.005185566667225599
32,0.0029971930707357037,0.002319799445480601,-0.0014348691853897718,0.007431326613077499,-0.0008150434820387859,0.006944205927697993,0.0006497127387576262,0.004850855847638402
33,0.0030397110311930404,0.0021940252849784584,-0.0011200314486815937,0.007199613580620214,-0.0005190804340476983,0.006637098483787305,0.0007790792558949433,0.005243379340195244
34,0.0031487868915313125,0.0023447941895023625,-0.0009901298359889623,0.008469948422878095,-0.00048618842019761707,0.007208396872955757,0.0009141138173825772,0.005391931822902528
35,0.003318008585950071,0.0023136469272750236,-0.001229205553235543,0.00785869815438672,-0.0006314837259161113,0.006929356428714565,0.0008830870446856946,0.005323083776435397
36,0.0039808642054297485,0.0024608860489770653,-0.0011806078592731866,0.008612701372269308,0.00011813472493943437,0.007865709328776707,0.001479553125350375,0.00634000817841625
